STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
Punjab,BATHINDA,AMRINDER SINGH RAJA WARRING,0,INC,MALE,0,41,GENERAL,10th Pass,"Rs 9,29,06,438
 ~ 9 Crore+","Rs 1,04,22,457
 ~ 1 Crore+",1621671
Punjab,BATHINDA,SUKHPAL SINGH KHAIRA,0,PUNEKP,MALE,1,54,GENERAL,12th Pass,"Rs 59,87,46,355
 ~ 59 Crore+","Rs 1,38,36,396
 ~ 1 Crore+",1621671
Punjab,BATHINDA,HARSIMRAT KAUR BADAL,1,SAD,FEMALE,0,52,GENERAL,10th Pass,"Rs 2,17,99,19,870
 ~ 217 Crore+","Rs 95,48,52,600
 ~ 95 Crore+",1621671
West Bengal,BISHNUPUR,SHYAMAL SANTRA,0,AITC,MALE,0,39,SC,Post Graduate,"Rs 46,42,924
 ~ 46 Lacs+","Rs 6,50,000
 ~ 6 Lacs+",1627199
West Bengal,BISHNUPUR,KHAN SUNIL,0,CPI(M),MALE,0,72,SC,Graduate,"Rs 2,02,99,997
 ~ 2 Crore+","Rs 0
 ~",1627199
West Bengal,BISHNUPUR,KHAN NARAYAN CHANDRA,0,INC,MALE,0,67,SC,Graduate Professional,"Rs 32,47,596
 ~ 32 Lacs+","Rs 0
 ~",1627199
West Bengal,BISHNUPUR,KHAN SAUMITRA,1,BJP,MALE,6,38,SC,12th Pass,"Rs 86,56,777
 ~ 86 Lacs+","Rs 10,77,120
 ~ 10 Lacs+",1627199
Telangana,BHONGIR,DR. BOORA NARSAIAH GOUD,0,TRS,MALE,0,60,GENERAL,Post Graduate,"Rs 23,74,58,144
 ~ 23 Crore+","Rs 4,29,63,534
 ~ 4 Crore+",1628033
Telangana,BHONGIR,GODA SRI RAMULU,0,CPI(M),MALE,0,54,GENERAL,8th Pass,"Rs 1,57,99,990
 ~ 1 Crore+","Rs 72,65,216
 ~ 72 Lacs+",1628033
Telangana,BHONGIR,KOMATI REDDY VENKAT REDDY,1,INC,MALE,14,55,GENERAL,12th Pass,"Rs 16,25,43,845
 ~ 16 Crore+","Rs 2,40,69,129
 ~ 2 Crore+",1628033
Telangana,BHONGIR,P.V. SHYAM SUNDER RAO,0,BJP,MALE,7,46,GENERAL,Post Graduate,"Rs 32,30,73,107
 ~ 32 Crore+","Rs 4,90,80,220
 ~ 4 Crore+",1628033
Telangana,BHONGIR,SINGAPAKA LINGAM,0,IND,MALE,0,44,SC,Illiterate,Nil,"Rs 0
 ~",1628033
Gujarat,AMRELI,CHAUHAN RAVJIBHAI MULABHAI,0,BSP,MALE,0,47,SC,Literate,"Rs 1,33,189
 ~ 1 Lacs+","Rs 0
 ~",1628451
Gujarat,AMRELI,PARESH DHANANI,0,INC,MALE,0,42,GENERAL,Graduate,"Rs 1,43,42,991
 ~ 1 Crore+","Rs 0
 ~",1628451
Gujarat,AMRELI,KACHHADIYA NARANBHAI BHIKHABHAI,1,BJP,MALE,0,64,GENERAL,12th Pass,"Rs 3,59,00,763
 ~ 3 Crore+","Rs 8,28,961
 ~ 8 Lacs+",1628451
Karnataka,KOLAR,K.H. MUNIYAPPA,0,INC,MALE,1,71,SC,Graduate Professional,"Rs 32,94,43,821
 ~ 32 Crore+","Rs 14,37,95,090
 ~ 14 Crore+",1629961
Karnataka,KOLAR,S. MUNISWAMY,1,BJP,MALE,2,44,SC,12th Pass,"Rs 17,45,57,500
 ~ 17 Crore+","Rs 1,98,65,690
 ~ 1 Crore+",1629961
West Bengal,KRISHNANAGAR,MAHUA MOITRA,1,AITC,FEMALE,0,44,GENERAL,Graduate,"Rs 2,64,95,250
 ~ 2 Crore+","Rs 6,71,138
 ~ 6 Lacs+",1631698
West Bengal,KRISHNANAGAR,JHA SHANTANU,0,CPI(M),MALE,1,57,GENERAL,Doctorate,"Rs 1,48,39,130
 ~ 1 Crore+","Rs 2,90,686
 ~ 2 Lacs+",1631698
West Bengal,KRISHNANAGAR,INTAJ ALI SHAH,0,INC,MALE,0,70,GENERAL,Post Graduate,"Rs 1,00,54,478
 ~ 1 Crore+","Rs 0
 ~",1631698
West Bengal,KRISHNANAGAR,KALYAN CHAUBEY,0,BJP,MALE,0,40,GENERAL,10th Pass,"Rs 2,20,72,625
 ~ 2 Crore+","Rs 16,03,339
 ~ 16 Lacs+",1631698
Haryana,HISAR,DUSHYANT CHAUTALA,0,JNJP,MALE,0,31,GENERAL,Post Graduate,"Rs 76,94,52,859
 ~ 76 Crore+","Rs 6,83,31,773
 ~ 6 Crore+",1631817
Haryana,HISAR,SURINDER SHARMA,0,BSP,MALE,0,58,GENERAL,10th Pass,"Rs 1,16,53,061
 ~ 1 Crore+","Rs 0
 ~",1631817
Haryana,HISAR,BHAVYA BISHNOI,0,INC,MALE,0,26,GENERAL,Post Graduate,"Rs 3,79,90,209
 ~ 3 Crore+","Rs 1,79,78,516
 ~ 1 Crore+",1631817
Haryana,HISAR,BRIJENDRA SINGH,1,BJP,MALE,0,46,GENERAL,Post Graduate,"Rs 14,64,08,734
 ~ 14 Crore+","Rs 2,72,25,637
 ~ 2 Crore+",1631817
Uttar Pradesh,KANPUR,RAM KUMAR,0,SP,MALE,1,61,GENERAL,Post Graduate,"Rs 19,80,48,000
 ~ 19 Crore+","Rs 6,10,000
 ~ 6 Lacs+",1632983
Uttar Pradesh,KANPUR,SRIPRAKASH JAISWAL,0,INC,MALE,0,74,GENERAL,12th Pass,"Rs 7,86,41,628
 ~ 7 Crore+","Rs 0
 ~",1632983
Uttar Pradesh,KANPUR,SATYADEV PACHAURI,1,BJP,MALE,0,71,GENERAL,Post Graduate,"Rs 13,23,82,819
 ~ 13 Crore+","Rs 3,10,52,190
 ~ 3 Crore+",1632983
Karnataka,DAVANAGERE,H B MANJAPPA,0,INC,MALE,0,51,GENERAL,10th Pass,"Rs 3,08,95,000
 ~ 3 Crore+","Rs 14,12,482
 ~ 14 Lacs+",1633064
Karnataka,DAVANAGERE,G M SIDDESHWAR,1,BJP,MALE,0,67,GENERAL,10th Pass,"Rs 38,01,64,932
 ~ 38 Crore+","Rs 1,46,70,809
 ~ 1 Crore+",1633064
Bihar,PASCHIM CHAMPARAN,SANJAY KUMAR PATEL,0,IND,MALE,1,39,GENERAL,10th Pass,"Rs 9,48,960
 ~ 9 Lacs+","Rs 71,325
 ~ 71 Thou+",1633824
Bihar,PASCHIM CHAMPARAN,BRIJESH KUMAR KUSHWAHA,0,BLSP,MALE,5,41,GENERAL,12th Pass,"Rs 14,41,90,332
 ~ 14 Crore+","Rs 2,45,07,384
 ~ 2 Crore+",1633824
Bihar,PASCHIM CHAMPARAN,RAKESH KUMAR,0,BSP,MALE,2,39,GENERAL,10th Pass,"Rs 31,37,201
 ~ 31 Lacs+","Rs 18,87,232
 ~ 18 Lacs+",1633824
Bihar,PASCHIM CHAMPARAN,DR. SANJAY JAISWAL,1,BJP,MALE,5,54,GENERAL,Post Graduate,"Rs 19,94,04,885
 ~ 19 Crore+","Rs 6,73,70,030
 ~ 6 Crore+",1633824
West Bengal,HOWRAH,PRASUN BANERJEE,1,AITC,MALE,1,64,GENERAL,Graduate,"Rs 1,32,16,066
 ~ 1 Crore+","Rs 0
 ~",1633925
West Bengal,HOWRAH,SUMITRO ADHIKARY,0,CPI(M),MALE,0,44,GENERAL,Graduate Professional,"Rs 19,45,900
 ~ 19 Lacs+","Rs 0
 ~",1633925
West Bengal,HOWRAH,SUVRA GHOSH,0,INC,FEMALE,0,61,GENERAL,Graduate,"Rs 47,06,143
 ~ 47 Lacs+","Rs 0
 ~",1633925
West Bengal,HOWRAH,RANTIDEV SENGUPTA,0,BJP,MALE,0,60,GENERAL,Post Graduate,"Rs 56,04,890
 ~ 56 Lacs+","Rs 0
 ~",1633925
Chhattisgarh,MAHASAMUND,DEVENDAR SINGH THAKUR (RAJPUT),0,IND,MALE,1,33,GENERAL,12th Pass,"Rs 37,75,400
 ~ 37 Lacs+","Rs 0
 ~",1637951
Chhattisgarh,MAHASAMUND,DHANENDRA SAHU,0,INC,MALE,0,66,GENERAL,12th Pass,"Rs 9,21,23,717
 ~ 9 Crore+","Rs 1,06,791
 ~ 1 Lacs+",1637951
Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,1,BJP,MALE,0,51,GENERAL,Graduate,"Rs 1,75,91,683
 ~ 1 Crore+","Rs 13,83,014
 ~ 13 Lacs+",1637951
West Bengal,BAHARAMPUR,SAMIR BISWAS,0,IND,MALE,0,38,SC,8th Pass,"Rs 10,200
 ~ 10 Thou+","Rs 0
 ~",1638378
West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),0,AITC,MALE,9,55,GENERAL,12th Pass,"Rs 4,79,30,322
 ~ 4 Crore+","Rs 21,19,820
 ~ 21 Lacs+",1638378
West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,INC,MALE,7,63,GENERAL,10th Pass,"Rs 10,13,15,437
 ~ 10 Crore+","Rs 85,06,984
 ~ 85 Lacs+",1638378
West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,0,BJP,MALE,0,55,GENERAL,Graduate,"Rs 6,200
 ~ 6 Thou+","Rs 0
 ~",1638378
West Bengal,BAHARAMPUR,ID MOHAMMAD,0,RSP,MALE,0,66,GENERAL,Graduate,"Rs 39,68,029
 ~ 39 Lacs+","Rs 3,22,779
 ~ 3 Lacs+",1638378
Punjab,KHADOOR SAHIB,MANJINDER SINGH SIDHU,0,AAP,MALE,2,33,GENERAL,12th Pass,"Rs 44,11,000
 ~ 44 Lacs+","Rs 0
 ~",1638842
Punjab,KHADOOR SAHIB,JASBIR SINGH GILL (DIMPA),1,INC,MALE,0,48,GENERAL,Others,"Rs 8,13,93,500
 ~ 8 Crore+","Rs 46,55,000
 ~ 46 Lacs+",1638842
Punjab,KHADOOR SAHIB,PARAMJIT KAUR KHALRA,0,PUNEKP,FEMALE,0,65,GENERAL,Post Graduate,"Rs 1,13,10,000
 ~ 1 Crore+","Rs 0
 ~",1638842
Punjab,KHADOOR SAHIB,BIBI JAGIR KAUR,0,SAD,FEMALE,1,65,GENERAL,Graduate Professional,"Rs 13,91,93,710
 ~ 13 Crore+","Rs 50,98,845
 ~ 50 Lacs+",1638842
West Bengal,JHARGRAM,BIRBAHA SAREN,0,AITC,FEMALE,1,48,ST,Post Graduate,"Rs 67,02,555
 ~ 67 Lacs+","Rs 0
 ~",1641868
West Bengal,JHARGRAM,DEBLINA HEMBRAM,0,CPI(M),FEMALE,1,48,ST,10th Pass,"Rs 17,51,916
 ~ 17 Lacs+","Rs 44,439
 ~ 44 Thou+",1641868
West Bengal,JHARGRAM,JAGESWAR HEMBRAM,0,INC,MALE,1,54,ST,8th Pass,"Rs 2,29,925
 ~ 2 Lacs+","Rs 0
 ~",1641868
West Bengal,JHARGRAM,KUNAR HEMBRAM,1,BJP,MALE,0,56,ST,Graduate Professional,"Rs 1,03,87,498
 ~ 1 Crore+","Rs 5,65,000
 ~ 5 Lacs+",1641868
Gujarat,JUNAGADH,DEVEN GOVINDBHAI VANVI,0,BSP,MALE,0,48,SC,12th Pass,"Rs 5,03,683
 ~ 5 Lacs+","Rs 0
 ~",1642864
Gujarat,JUNAGADH,VANSH PUNJABHAI BHIMABHAI,0,INC,MALE,0,55,GENERAL,Graduate,"Rs 2,45,71,504
 ~ 2 Crore+","Rs 27,88,342
 ~ 27 Lacs+",1642864
Gujarat,JUNAGADH,CHUDASAMA RAJESHBHAI NARANBHAI,1,BJP,MALE,1,36,GENERAL,12th Pass,"Rs 1,08,66,041
 ~ 1 Crore+","Rs 14,81,768
 ~ 14 Lacs+",1642864
Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,0,BSP,MALE,0,66,SC,8th Pass,"Rs 53,54,000
 ~ 53 Lacs+","Rs 0
 ~",1643317
Gujarat,AHMEDABAD WEST,RAJU PARMAR,0,INC,MALE,0,68,SC,Graduate,"Rs 26,29,97,727
 ~ 26 Crore+","Rs 1,89,43,977
 ~ 1 Crore+",1643317
Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,BJP,MALE,0,69,SC,Post Graduate,"Rs 8,94,74,039
 ~ 8 Crore+","Rs 0
 ~",1643317
Odisha,JAGATSINGHPUR,RAJASHREE MALLICK,1,BJD,FEMALE,0,54,SC,Graduate Professional,"Rs 4,00,23,972
 ~ 4 Crore+","Rs 14,33,305
 ~ 14 Lacs+",1643595
Odisha,JAGATSINGHPUR,PRATIMA MALLICK,0,INC,FEMALE,0,56,SC,Post Graduate,"Rs 28,89,737
 ~ 28 Lacs+","Rs 2,75,000
 ~ 2 Lacs+",1643595
Odisha,JAGATSINGHPUR,BIBHU PRASAD TARAI,0,BJP,MALE,0,55,SC,Post Graduate,"Rs 54,05,384
 ~ 54 Lacs+","Rs 5,50,000
 ~ 5 Lacs+",1643595
Tamil Nadu,KANCHEEPURAM,SIVARANJANI.D,0,NTK,FEMALE,0,26,SC,Post Graduate,"Rs 15,014
 ~ 15 Thou+","Rs 0
 ~",1643992
Tamil Nadu,KANCHEEPURAM,MUNUSAMY A,0,IND,MALE,0,51,SC,Post Graduate,"Rs 2,16,15,246
 ~ 2 Crore+","Rs 0
 ~",1643992
Tamil Nadu,KANCHEEPURAM,SELVAM.G,1,DMK,MALE,0,44,SC,Post Graduate,"Rs 4,81,72,936
 ~ 4 Crore+","Rs 0
 ~",1643992
Tamil Nadu,KANCHEEPURAM,MARAGATHAM K,0,AIADMK,FEMALE,0,36,SC,Post Graduate,"Rs 1,96,31,546
 ~ 1 Crore+","Rs 65,00,000
 ~ 65 Lacs+",1643992
Uttar Pradesh,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,0,BSP,MALE,7,63,GENERAL,10th Pass,"Rs 52,49,86,176
 ~ 52 Crore+","Rs 17,66,77,024
 ~ 17 Crore+",1644674
Uttar Pradesh,DHAURAHRA,KUNWAR JITIN PRASADA,0,INC,MALE,0,42,GENERAL,Post Graduate,"Rs 12,18,01,005
 ~ 12 Crore+","Rs 0
 ~",1644674
Uttar Pradesh,DHAURAHRA,REKHA VERMA,1,BJP,FEMALE,3,45,GENERAL,12th Pass,"Rs 2,47,35,488
 ~ 2 Crore+","Rs 70,95,916
 ~ 70 Lacs+",1644674
West Bengal,PURULIA,DR. MRIGANKA MAHATO,0,AITC,MALE,0,56,GENERAL,Graduate Professional,"Rs 1,70,24,599
 ~ 1 Crore+","Rs 17,16,993
 ~ 17 Lacs+",1645884
West Bengal,PURULIA,NEPAL MAHATA,0,INC,MALE,8,58,GENERAL,Post Graduate,"Rs 53,30,178
 ~ 53 Lacs+","Rs 6,09,500
 ~ 6 Lacs+",1645884
West Bengal,PURULIA,BIR SINGH MAHATO,0,AIFB,MALE,1,73,GENERAL,Post Graduate,"Rs 1,79,09,890
 ~ 1 Crore+","Rs 0
 ~",1645884
West Bengal,PURULIA,JYOTIRMAY SINGH MAHATO,1,BJP,MALE,2,34,GENERAL,Graduate Professional,"Rs 22,50,540
 ~ 22 Lacs+","Rs 4,56,100
 ~ 4 Lacs+",1645884
Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,1,BSP,MALE,0,43,GENERAL,Graduate,"Rs 7,49,20,879
 ~ 7 Crore+","Rs 1,95,79,691
 ~ 1 Crore+",1646435
Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,0,INC,MALE,0,35,GENERAL,12th Pass,"Rs 2,70,03,125
 ~ 2 Crore+","Rs 1,22,93,421
 ~ 1 Crore+",1646435
Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,0,BJP,MALE,0,58,GENERAL,8th Pass,"Rs 1,82,12,51,171
 ~ 182 Crore+","Rs 1,07,00,504
 ~ 1 Crore+",1646435
Maharashtra,MUMBAI NORTH,THORAT SUNIL UTTAMRAO,0,VBA,MALE,0,48,SC,Graduate,"Rs 8,90,000
 ~ 8 Lacs+","Rs 60,000
 ~ 60 Thou+",1647350
Maharashtra,MUMBAI NORTH,URMILA MATONDKAR,0,INC,FEMALE,0,48,GENERAL,12th Pass,"Rs 68,90,63,226
 ~ 68 Crore+","Rs 18,94,201
 ~ 18 Lacs+",1647350
Maharashtra,MUMBAI NORTH,GOPAL SHETTY,1,BJP,MALE,9,65,GENERAL,5th Pass,"Rs 15,75,35,232
 ~ 15 Crore+","Rs 2,11,36,135
 ~ 2 Crore+",1647350
Madhya Pradesh,TIKAMGARH,R.D. PRAJAPATI,0,SP,MALE,0,56,SC,Graduate,"Rs 83,61,117
 ~ 83 Lacs+","Rs 81,27,000
 ~ 81 Lacs+",1647399
Madhya Pradesh,TIKAMGARH,AHIRWAR KIRAN,0,INC,FEMALE,0,47,SC,Post Graduate,"Rs 3,65,07,983
 ~ 3 Crore+","Rs 25,00,000
 ~ 25 Lacs+",1647399
Madhya Pradesh,TIKAMGARH,DR VIRENDRA KUMAR,1,BJP,MALE,0,65,SC,Doctorate,"Rs 2,15,03,766
 ~ 2 Crore+","Rs 19,74,216
 ~ 19 Lacs+",1647399
West Bengal,JAYNAGAR,JAYKRISHNA HALDAR,0,SUCI(C),MALE,2,64,SC,8th Pass,"Rs 1,55,500
 ~ 1 Lacs+","Rs 0
 ~",1648355
West Bengal,JAYNAGAR,PRATIMA MONDAL,1,AITC,FEMALE,0,53,SC,Post Graduate,"Rs 2,74,71,675
 ~ 2 Crore+","Rs 0
 ~",1648355
West Bengal,JAYNAGAR,TAPAN MONDAL,0,INC,MALE,0,50,SC,Post Graduate,"Rs 36,62,000
 ~ 36 Lacs+","Rs 60,000
 ~ 60 Thou+",1648355
West Bengal,JAYNAGAR,DR. ASHOK KANDARY,0,BJP,MALE,0,43,SC,Graduate Professional,"Rs 2,84,92,070
 ~ 2 Crore+","Rs 20,81,000
 ~ 20 Lacs+",1648355
West Bengal,JAYNAGAR,SUBHAS NASKAR,0,RSP,MALE,0,67,SC,Graduate,"Rs 40,45,301
 ~ 40 Lacs+","Rs 0
 ~",1648355
West Bengal,ALIPURDUARS,DASRATH TIRKEY,0,AITC,MALE,0,52,ST,Graduate,"Rs 90,39,609
 ~ 90 Lacs+","Rs 5,81,713
 ~ 5 Lacs+",1648383
West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,0,INC,MALE,0,44,ST,Graduate Professional,"Rs 23,20,328
 ~ 23 Lacs+","Rs 6,59,760
 ~ 6 Lacs+",1648383
West Bengal,ALIPURDUARS,JOHN BARLA,1,BJP,MALE,9,43,ST,8th Pass,"Rs 14,18,730
 ~ 14 Lacs+","Rs 0
 ~",1648383
West Bengal,ALIPURDUARS,MILI ORAON,0,RSP,FEMALE,0,42,ST,Post Graduate,"Rs 28,04,955
 ~ 28 Lacs+","Rs 3,04,672
 ~ 3 Lacs+",1648383
Gujarat,MAHESANA,A. J. PATEL,0,INC,MALE,0,73,GENERAL,Graduate Professional,"Rs 69,87,73,712
 ~ 69 Crore+","Rs 9,62,20,673
 ~ 9 Crore+",1648869
Gujarat,MAHESANA,SHARDABEN ANILBHAI PATEL,1,BJP,FEMALE,0,71,GENERAL,12th Pass,"Rs 44,03,08,300
 ~ 44 Crore+","Rs 74,77,793
 ~ 74 Lacs+",1648869
West Bengal,BANKURA,MILAN MANDI,0,IND,MALE,5,40,ST,12th Pass,"Rs 2,90,750
 ~ 2 Lacs+","Rs 0
 ~",1648906
West Bengal,BANKURA,SUBRATA MUKHERJEE,0,AITC,MALE,2,72,GENERAL,Post Graduate,"Rs 1,22,35,759
 ~ 1 Crore+","Rs 0
 ~",1648906
West Bengal,BANKURA,AMIYA PATRA,0,CPI(M),MALE,1,67,GENERAL,Graduate,"Rs 75,21,446
 ~ 75 Lacs+","Rs 0
 ~",1648906
West Bengal,BANKURA,DR. SUBHAS SARKAR,1,BJP,MALE,1,65,GENERAL,Graduate Professional,"Rs 1,97,99,440
 ~ 1 Crore+","Rs 32,61,495
 ~ 32 Lacs+",1648906
Jharkhand,GIRIDIH,CHANDRA PRAKASH CHOUDHARY,1,AJSUP,MALE,2,50,GENERAL,Graduate,"Rs 1,34,56,889
 ~ 1 Crore+","Rs 13,30,000
 ~ 13 Lacs+",1649413
Jharkhand,GIRIDIH,JAGARNATH MAHTO,0,JMM,MALE,3,52,GENERAL,10th Pass,"Rs 1,95,70,591
 ~ 1 Crore+","Rs 81,56,343
 ~ 81 Lacs+",1649413
Andhra Pradesh,TIRUPATI,PANABAKA LAKSHMI,0,TDP,FEMALE,0,60,SC,Doctorate,"Rs 9,40,21,818
 ~ 9 Crore+","Rs 0
 ~",1650453
Andhra Pradesh,TIRUPATI,BALLI DURGA PRASAD RAO,1,YSRCP,MALE,0,63,SC,Graduate Professional,"Rs 1,74,26,921
 ~ 1 Crore+","Rs 0
 ~",1650453
Andhra Pradesh,TIRUPATI,DOCTOR DAGGUMATI SREEHARI RAO,0,BSP,MALE,0,52,SC,Graduate Professional,"Rs 60,45,000
 ~ 60 Lacs+","Rs 52,79,699
 ~ 52 Lacs+",1650453
Andhra Pradesh,TIRUPATI,CHINTAMOHAN,0,INC,MALE,0,64,SC,Graduate Professional,"Rs 2,28,08,300
 ~ 2 Crore+","Rs 20,07,093
 ~ 20 Lacs+",1650453
Andhra Pradesh,TIRUPATI,BOMMI SRIHARI RAO,0,BJP,MALE,0,44,SC,Graduate,"Rs 17,02,000
 ~ 17 Lacs+","Rs 0
 ~",1650453
Telangana,KARIMNAGAR,BOIANAPALLI VINOD KUMAR,0,TRS,MALE,0,59,GENERAL,Graduate Professional,"Rs 12,14,87,098
 ~ 12 Crore+","Rs 30,45,917
 ~ 30 Lacs+",1651543
Telangana,KARIMNAGAR,PONNAM PRABHAKER,0,INC,MALE,3,52,GENERAL,Post Graduate,"Rs 94,78,606
 ~ 94 Lacs+","Rs 0
 ~",1651543
Telangana,KARIMNAGAR,BANDI SANJAY KUMAR,1,BJP,MALE,6,47,GENERAL,Post Graduate,"Rs 22,70,000
 ~ 22 Lacs+","Rs 13,41,800
 ~ 13 Lacs+",1651543
Telangana,KARIMNAGAR,DURVASA REDDY PAKALA,0,IND,MALE,1,38,GENERAL,Post Graduate,"Rs 55,67,500
 ~ 55 Lacs+","Rs 9,50,000
 ~ 9 Lacs+",1651543
West Bengal,MATHURAPUR,CHOUDHURY MOHAN JATUA,1,AITC,MALE,0,80,SC,Post Graduate,"Rs 1,06,67,304
 ~ 1 Crore+","Rs 0
 ~",1652096
West Bengal,MATHURAPUR,DR. SARAT CHANDRA HALDAR,0,CPI(M),MALE,0,42,SC,Graduate Professional,"Rs 68,53,079
 ~ 68 Lacs+","Rs 0
 ~",1652096
West Bengal,MATHURAPUR,KRITTIBAS SARDAR,0,INC,MALE,0,63,SC,10th Pass,"Rs 8,44,789
 ~ 8 Lacs+","Rs 2,58,300
 ~ 2 Lacs+",1652096
West Bengal,MATHURAPUR,SHYAMAPRASAD HALDER,0,BJP,MALE,0,46,SC,Post Graduate,"Rs 35,92,432
 ~ 35 Lacs+","Rs 4,00,000
 ~ 4 Lacs+",1652096
Maharashtra,RAIGAD,SUBHASH JANARDAN PATIL,0,IND,MALE,0,50,GENERAL,10th Pass,"Rs 28,62,500
 ~ 28 Lacs+","Rs 0
 ~",1652965
Maharashtra,RAIGAD,ANANT GEETE,0,SHS,MALE,0,67,GENERAL,10th Pass,"Rs 5,44,22,110
 ~ 5 Crore+","Rs 2,13,41,268
 ~ 2 Crore+",1652965
Maharashtra,RAIGAD,TATKARE SUNIL DATTATRAY,1,NCP,MALE,0,64,GENERAL,Others,"Rs 12,74,87,277
 ~ 12 Crore+","Rs 32,21,073
 ~ 32 Lacs+",1652965
Maharashtra,RAIGAD,SUMAN BHASKAR KOLI,0,VBA,FEMALE,0,61,GENERAL,5th Pass,"Rs 1,10,42,707
 ~ 1 Crore+","Rs 5,19,330
 ~ 5 Lacs+",1652965
Andhra Pradesh,VIJAYAWADA,KESINENI SRINIVAS (NANI),1,TDP,MALE,0,53,GENERAL,10th Pass,"Rs 80,81,52,415
 ~ 80 Crore+","Rs 51,23,32,955
 ~ 51 Crore+",1652994
Andhra Pradesh,VIJAYAWADA,POTLURI.V.PRASAD ( P V P ),0,YSRCP,MALE,1,48,GENERAL,Post Graduate,"Rs 3,47,76,16,326
 ~ 347 Crore+","Rs 20,95,77,562
 ~ 20 Crore+",1652994
Andhra Pradesh,VIJAYAWADA,MUTTAMSETTY PRASAD BABU,0,JnP,MALE,0,66,GENERAL,Post Graduate,"Rs 3,31,69,811
 ~ 3 Crore+","Rs 1,37,447
 ~ 1 Lacs+",1652994
Andhra Pradesh,VIJAYAWADA,NARAHARISETTY. NARASIMHARAO.,0,INC,MALE,1,58,GENERAL,Graduate Professional,"Rs 1,93,42,702
 ~ 1 Crore+","Rs 67,88,257
 ~ 67 Lacs+",1652994
Andhra Pradesh,VIJAYAWADA,KILARU DILEEP,0,BJP,MALE,0,48,GENERAL,Graduate Professional,"Rs 1,36,90,17,847
 ~ 136 Crore+","Rs 42,62,122
 ~ 42 Lacs+",1652994
Karnataka,HASSAN,PRAJWAL REVANNA,1,JD(S),MALE,0,28,GENERAL,Graduate Professional,"Rs 9,78,48,632
 ~ 9 Crore+","Rs 3,72,53,210
 ~ 3 Crore+",1652999
Karnataka,HASSAN,VINODRAJ K H,0,BSP,MALE,0,29,SC,12th Pass,"Rs 12,90,000
 ~ 12 Lacs+","Rs 38,000
 ~ 38 Thou+",1652999
Karnataka,HASSAN,MANJU A,0,BJP,MALE,0,60,GENERAL,Graduate Professional,"Rs 23,15,71,214
 ~ 23 Crore+","Rs 2,88,60,107
 ~ 2 Crore+",1652999
Bihar,KATIHAR,DULAL CHANDRA GOSWAMI,1,JD(U),MALE,1,51,GENERAL,Graduate,"Rs 1,33,02,734
 ~ 1 Crore+","Rs 31,30,766
 ~ 31 Lacs+",1653353
Bihar,KATIHAR,TARIQ ANWAR,0,INC,MALE,1,68,GENERAL,Graduate,"Rs 11,92,91,973
 ~ 11 Crore+","Rs 5,82,950
 ~ 5 Lacs+",1653353
Haryana,BHIWANI-MAHENDRAGARH,RAMESH RAO PILOT,0,LTSP,MALE,0,46,GENERAL,Graduate Professional,"Rs 9,14,65,000
 ~ 9 Crore+","Rs 1,43,67,975
 ~ 1 Crore+",1654317
Haryana,BHIWANI-MAHENDRAGARH,SWATI YADAV,0,JNJP,FEMALE,0,30,GENERAL,Post Graduate,"Rs 9,15,21,178
 ~ 9 Crore+","Rs 4,59,67,727
 ~ 4 Crore+",1654317
Haryana,BHIWANI-MAHENDRAGARH,SHRUTI CHOUDHRY,0,INC,FEMALE,0,43,GENERAL,Graduate Professional,"Rs 1,01,61,18,000
 ~ 101 Crore+","Rs 15,10,84,000
 ~ 15 Crore+",1654317
Haryana,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH S/O BHALE RAM,1,BJP,MALE,0,64,GENERAL,Graduate,"Rs 6,06,42,205
 ~ 6 Crore+","Rs 2,40,000
 ~ 2 Lacs+",1654317
Bihar,DARBHANGA,SAGUNI RAY,0,IND,MALE,0,58,GENERAL,Literate,"Rs 5,74,658
 ~ 5 Lacs+","Rs 0
 ~",1654811
Bihar,DARBHANGA,MD. MUKHTAR,0,BSP,MALE,1,64,GENERAL,Literate,"Rs 77,61,074
 ~ 77 Lacs+","Rs 1,20,000
 ~ 1 Lacs+",1654811
Bihar,DARBHANGA,ABDUL BARI SIDDIQUI,0,RJD,MALE,0,67,GENERAL,12th Pass,"Rs 2,11,27,716
 ~ 2 Crore+","Rs 9,11,152
 ~ 9 Lacs+",1654811
